num_leaves_LGB,min_child_samples_LGB,max_depth_random,max_depth_LGB,n_estimators_random,learning_rate_LGB,num_iterations_LGB,reg_lambda_LGB,min_samples_split_random,max_features_random,max_samples_random,subsample_LGB,colsample_bytree_LGB,min_samples_leaf_random,max_bin_LGB,reg_alpha_LGB,degree,mse,r2
32,32,5,5,100,0.1,200,3,48,0.7,0.7,0.7,0.7,5,80,0.01,10,0.173049445,0.826950555
32,32,5,5,100,0.1,200,1,16,0.5,0.5,0.9,0.9,3,48,1,10,0.173050543,0.826949457
32,32,5,5,100,0.1,200,1,16,0.5,0.5,0.9,0.9,9,144,0.1,10,0.17309114,0.82690886
64,64,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,9,144,1,10,0.173197394,0.826802606
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,7,112,1,10,0.173228591,0.826771409
32,32,5,5,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,1,10,0.17324583,0.82675417
32,32,5,5,100,0.1,200,1,16,0.9,0.9,0.5,0.5,9,144,0.1,10,0.173246069,0.826753931
64,64,3,3,100,0.1,200,1,16,0.5,0.5,0.9,0.9,3,48,0.1,10,0.173349824,0.826650176
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,5,80,0.1,10,0.173408554,0.826591446
32,32,5,5,50,0.2,100,3,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.173511312,0.826488688
32,32,5,5,100,0.1,200,1,16,0.5,0.5,0.9,0.9,7,112,0.01,10,0.173524661,0.826475339
32,32,5,5,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,0.1,10,0.173645688,0.826354312
64,64,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,0.1,10,0.173799407,0.826200593
64,64,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,5,80,0.1,10,0.174013054,0.825986946
32,32,5,5,100,0.1,200,5,80,0.9,0.9,0.5,0.5,3,48,0.01,10,0.174036004,0.825963996
32,32,5,5,50,0.2,100,5,80,0.7,0.7,0.7,0.7,5,80,0.01,10,0.174083878,0.825916122
32,32,5,5,50,0.2,100,3,48,0.5,0.5,0.9,0.9,9,144,1,10,0.174115531,0.825884469
32,32,5,5,100,0.1,200,5,80,0.7,0.7,0.7,0.7,3,48,0.01,10,0.174115722,0.825884278
32,32,5,5,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,1,10,0.174157694,0.825842306
32,32,5,5,50,0.2,100,3,48,0.5,0.5,0.9,0.9,5,80,0.01,10,0.174165165,0.825834835
64,64,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,9,144,1,10,0.174219983,0.825780017
32,32,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,7,112,0.1,10,0.174238813,0.825761187
32,32,5,5,100,0.1,200,1,16,0.5,0.5,0.9,0.9,9,144,1,10,0.17426394,0.82573606
32,32,5,5,100,0.1,200,5,80,0.5,0.5,0.9,0.9,9,144,0.1,10,0.174307305,0.825692695
32,32,5,5,100,0.1,200,5,80,0.9,0.9,0.5,0.5,3,48,0.1,10,0.174362111,0.825637889
64,64,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,3,48,1,10,0.174416698,0.825583302
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,1,10,0.174463205,0.825536795
64,64,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,7,112,1,10,0.174506255,0.825493745
64,64,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,3,48,0.01,10,0.174564245,0.825435755
64,64,3,3,100,0.1,200,5,80,0.7,0.7,0.7,0.7,9,144,1,10,0.174572935,0.825427065
64,64,3,3,50,0.2,100,5,80,0.5,0.5,0.9,0.9,7,112,0.01,10,0.17471316,0.82528684
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,1,10,0.174932995,0.825067005
32,32,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,3,48,0.01,10,0.174997315,0.825002685
32,32,5,5,50,0.2,100,3,48,0.5,0.5,0.9,0.9,7,112,0.1,10,0.175055433,0.824944567
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,3,48,0.1,10,0.175070382,0.824929618
32,32,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,3,48,1,10,0.175186894,0.824813106
32,32,5,5,50,0.2,100,1,16,0.9,0.9,0.5,0.5,9,144,1,10,0.175213297,0.824786703
64,64,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,3,48,0.01,10,0.175364373,0.824635627
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,5,80,1,10,0.175385441,0.824614559
32,32,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,5,80,0.01,10,0.175495177,0.824504823
32,32,5,5,50,0.2,100,3,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.175532186,0.824467814
64,64,3,3,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,1,10,0.175634539,0.824365461
64,64,3,3,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,0.1,10,0.175647457,0.824352543
32,32,5,5,100,0.1,200,5,80,0.9,0.9,0.5,0.5,9,144,0.01,10,0.175689581,0.824310419
32,32,5,5,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,1,10,0.175722603,0.824277397
32,32,5,5,100,0.1,200,5,80,0.9,0.9,0.5,0.5,9,144,0.1,10,0.175752989,0.824247011
64,64,3,3,50,0.2,100,5,80,0.5,0.5,0.9,0.9,3,48,0.1,10,0.175801603,0.824198397
64,64,3,3,50,0.2,100,1,16,0.5,0.5,0.9,0.9,9,144,1,10,0.175814717,0.824185283
64,64,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,0.01,10,0.175863369,0.824136631
32,32,5,5,50,0.2,100,5,80,0.7,0.7,0.7,0.7,3,48,0.1,10,0.175880828,0.824119172
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,7,112,0.1,10,0.175908692,0.824091308
32,32,5,5,50,0.2,100,5,80,0.7,0.7,0.7,0.7,3,48,1,10,0.175955681,0.824044319
64,64,3,3,100,0.1,200,5,80,0.7,0.7,0.7,0.7,3,48,0.01,10,0.175967872,0.824032128
64,64,3,3,100,0.1,200,5,80,0.5,0.5,0.9,0.9,9,144,0.1,10,0.1761514,0.8238486
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,7,112,0.01,10,0.176288831,0.823711169
64,64,3,3,100,0.1,200,3,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.176321616,0.823678384
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,1,10,0.176397234,0.823602766
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,1,10,0.1764345,0.8235655
32,32,5,5,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,1,10,0.176467585,0.823532415
32,32,5,5,100,0.1,200,1,16,0.5,0.5,0.9,0.9,3,48,0.1,10,0.176583147,0.823416853
64,64,3,3,100,0.1,200,5,80,0.7,0.7,0.7,0.7,3,48,1,10,0.176603498,0.823396502
32,32,5,5,50,0.2,100,3,48,0.7,0.7,0.7,0.7,7,112,0.1,10,0.176776263,0.823223737
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,7,112,0.01,10,0.17694039,0.82305961
64,64,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,9,144,0.01,10,0.176962662,0.823037338
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,9,144,1,10,0.177000023,0.822999977
64,64,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,3,48,1,10,0.177000446,0.822999554
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,9,144,1,10,0.17706912,0.82293088
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,7,112,0.1,10,0.177143327,0.822856673
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,9,144,1,10,0.177296009,0.822703991
32,32,5,5,100,0.1,200,5,80,0.7,0.7,0.7,0.7,3,48,0.1,10,0.177327296,0.822672704
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,3,48,0.01,10,0.17733765,0.82266235
64,64,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,5,80,0.01,10,0.177346203,0.822653797
64,64,3,3,100,0.1,200,3,48,0.7,0.7,0.7,0.7,3,48,1,10,0.177534193,0.822465807
64,64,3,3,100,0.1,200,1,16,0.5,0.5,0.9,0.9,7,112,0.1,10,0.1775896,0.8224104
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,0.01,10,0.177606168,0.822393832
32,32,5,5,100,0.1,200,1,16,0.9,0.9,0.5,0.5,3,48,0.01,10,0.178139738,0.821860262
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,3,48,0.01,10,0.178325559,0.821674441
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,3,48,0.01,10,0.178353812,0.821646188
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,9,144,1,10,0.178362538,0.821637462
64,64,3,3,100,0.1,200,1,16,0.7,0.7,0.7,0.7,7,112,1,10,0.178478365,0.821521635
32,32,5,5,100,0.1,200,5,80,0.7,0.7,0.7,0.7,5,80,1,10,0.178667793,0.821332207
32,32,5,5,50,0.2,100,3,48,0.7,0.7,0.7,0.7,7,112,0.01,10,0.178762371,0.821237629
64,64,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,5,80,0.01,10,0.178765254,0.821234746
64,64,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,5,80,1,10,0.178829368,0.821170632
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.178867077,0.821132923
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,5,80,1,10,0.179063915,0.820936085
32,32,5,5,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,1,10,0.179195723,0.820804277
64,64,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,1,10,0.179655249,0.820344751
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,7,112,1,10,0.179759373,0.820240627
64,64,3,3,100,0.1,200,3,48,0.5,0.5,0.9,0.9,9,144,0.1,10,0.179795737,0.820204263
64,64,3,3,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,0.01,10,0.179860308,0.820139692
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,5,80,0.01,10,0.179948086,0.820051914
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.179993191,0.820006809
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,5,80,0.01,10,0.180042648,0.819957352
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,9,144,0.1,10,0.180049892,0.819950108
64,64,3,3,50,0.2,100,5,80,0.5,0.5,0.9,0.9,9,144,1,10,0.180144569,0.819855431
64,64,3,3,50,0.2,100,3,48,0.5,0.5,0.9,0.9,7,112,0.1,10,0.180190535,0.819809465
32,32,5,5,100,0.1,200,1,16,0.5,0.5,0.9,0.9,5,80,1,10,0.180377619,0.819622381
32,32,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,7,112,1,10,0.180395845,0.819604155
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,3,48,0.1,10,0.180522662,0.819477338
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,9,144,0.01,10,0.180986141,0.819013859
64,64,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,3,48,0.01,10,0.180992192,0.819007808
32,32,5,5,100,0.1,200,3,48,0.5,0.5,0.9,0.9,9,144,0.1,10,0.181099425,0.818900575
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,3,48,0.1,10,0.181101134,0.818898866
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,7,112,0.1,10,0.18117728,0.81882272
64,64,3,3,50,0.2,100,3,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.181206006,0.818793994
64,64,3,3,100,0.1,200,1,16,0.7,0.7,0.7,0.7,9,144,0.1,10,0.181256749,0.818743251
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,3,48,0.01,10,0.181318884,0.818681116
64,64,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.181466633,0.818533367
64,64,3,3,50,0.2,100,5,80,0.5,0.5,0.9,0.9,7,112,0.1,10,0.181563227,0.818436773
64,64,3,3,100,0.1,200,3,48,0.7,0.7,0.7,0.7,5,80,1,10,0.181580211,0.818419789
64,64,3,3,100,0.1,200,3,48,0.5,0.5,0.9,0.9,5,80,0.01,10,0.181631106,0.818368894
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,9,144,1,10,0.181740781,0.818259219
32,32,5,5,50,0.2,100,3,48,0.5,0.5,0.9,0.9,5,80,0.1,10,0.181777993,0.818222007
64,64,3,3,100,0.1,200,1,16,0.5,0.5,0.9,0.9,9,144,1,10,0.181823631,0.818176369
32,32,5,5,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,1,10,0.181826593,0.818173407
64,64,3,3,100,0.1,200,1,16,0.5,0.5,0.9,0.9,9,144,0.1,10,0.181832648,0.818167352
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,1,10,0.181924728,0.818075272
64,64,3,3,100,0.1,200,1,16,0.7,0.7,0.7,0.7,3,48,1,10,0.182062202,0.817937798
64,64,3,3,100,0.1,200,5,80,0.5,0.5,0.9,0.9,9,144,0.01,10,0.182104013,0.817895987
64,64,3,3,100,0.1,200,1,16,0.5,0.5,0.9,0.9,5,80,0.01,10,0.182259562,0.817740438
64,64,3,3,50,0.2,100,3,48,0.5,0.5,0.9,0.9,9,144,0.01,10,0.182404737,0.817595263
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,7,112,1,10,0.182433985,0.817566015
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,1,10,0.182469736,0.817530264
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,5,80,0.01,10,0.18285263,0.81714737
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,9,144,0.01,10,0.182893253,0.817106747
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,7,112,0.01,10,0.182910451,0.817089549
32,32,5,5,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.182914662,0.817085338
64,64,3,3,50,0.2,100,1,16,0.5,0.5,0.9,0.9,3,48,0.01,10,0.182946766,0.817053234
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,9,144,0.1,10,0.183000359,0.816999641
32,32,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,9,144,1,10,0.183010303,0.816989697
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.183025901,0.816974099
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,0.1,10,0.183061181,0.816938819
64,64,3,3,50,0.2,100,3,48,0.5,0.5,0.9,0.9,5,80,0.1,10,0.183087353,0.816912647
64,64,3,3,50,0.2,100,1,16,0.5,0.5,0.9,0.9,3,48,0.1,10,0.183140502,0.816859498
64,64,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,9,144,1,10,0.183170333,0.816829667
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,3,48,0.1,10,0.18326334,0.81673666
32,32,5,5,100,0.1,200,1,16,0.7,0.7,0.7,0.7,9,144,0.01,10,0.183269569,0.816730431
32,32,5,5,50,0.2,100,3,48,0.9,0.9,0.5,0.5,7,112,0.01,10,0.183507626,0.816492374
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,7,112,1,10,0.183672767,0.816327233
64,64,3,3,50,0.2,100,3,48,0.5,0.5,0.9,0.9,7,112,1,10,0.183683136,0.816316864
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,3,48,1,10,0.18379748,0.81620252
32,32,5,5,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,0.1,10,0.183830838,0.816169162
64,64,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,3,48,0.1,10,0.184299129,0.815700871
64,64,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,3,48,1,10,0.184681568,0.815318432
32,32,5,5,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,0.1,10,0.184958581,0.815041419
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,3,48,1,10,0.185003592,0.814996408
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.185156933,0.814843067
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.185231727,0.814768273
32,32,5,5,50,0.2,100,1,16,0.9,0.9,0.5,0.5,3,48,0.1,10,0.18534855,0.81465145
32,32,5,5,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.185455632,0.814544368
64,64,3,3,50,0.2,100,3,48,0.5,0.5,0.9,0.9,5,80,0.01,10,0.185479757,0.814520243
32,32,5,5,50,0.2,100,1,16,0.7,0.7,0.7,0.7,9,144,0.01,10,0.185774251,0.814225749
32,32,5,5,50,0.2,100,3,48,0.5,0.5,0.9,0.9,9,144,0.1,10,0.185995185,0.814004815
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,3,48,1,10,0.18611181,0.81388819
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,3,48,1,10,0.186162225,0.813837775
32,32,5,5,50,0.2,100,1,16,0.9,0.9,0.5,0.5,3,48,0.01,10,0.186263918,0.813736082
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,0.01,10,0.186288586,0.813711414
64,64,3,3,100,0.1,200,5,80,0.7,0.7,0.7,0.7,3,48,0.1,10,0.186375655,0.813624345
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,9,144,0.01,10,0.18660436,0.81339564
32,32,5,5,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,0.01,10,0.18674596,0.81325404
32,32,5,5,100,0.1,200,3,48,0.7,0.7,0.7,0.7,9,144,1,10,0.1867812,0.8132188
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.186796953,0.813203047
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,0.1,10,0.186959981,0.813040019
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,9,144,0.01,10,0.187172183,0.812827817
32,32,5,5,50,0.2,100,5,80,0.7,0.7,0.7,0.7,9,144,0.01,10,0.187216582,0.812783418
64,64,3,3,50,0.2,100,5,80,0.5,0.5,0.9,0.9,9,144,0.01,10,0.187227851,0.812772149
64,64,3,3,100,0.1,200,1,16,0.5,0.5,0.9,0.9,3,48,0.01,10,0.187351955,0.812648045
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,7,112,0.1,10,0.1874607,0.8125393
32,32,5,5,50,0.2,100,3,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.187565979,0.812434021
64,64,3,3,50,0.2,100,1,16,0.5,0.5,0.9,0.9,7,112,0.1,10,0.187799467,0.812200533
64,64,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,9,144,0.1,10,0.187984235,0.812015765
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,3,48,0.01,10,0.188142144,0.811857856
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,9,144,0.1,10,0.188266831,0.811733169
64,64,3,3,50,0.2,100,1,16,0.5,0.5,0.9,0.9,9,144,0.1,10,0.18845288,0.81154712
64,64,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,9,144,0.1,10,0.189304711,0.810695289
64,64,3,3,50,0.2,100,3,48,0.7,0.7,0.7,0.7,5,80,0.01,10,0.189333801,0.810666199
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,3,48,1,10,0.189427545,0.810572455
64,64,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.189431146,0.810568854
32,32,5,5,100,0.1,200,1,16,0.5,0.5,0.9,0.9,5,80,0.01,10,0.189545729,0.810454271
32,32,5,5,100,0.1,200,5,80,0.7,0.7,0.7,0.7,5,80,0.01,10,0.190192885,0.809807115
64,64,3,3,100,0.1,200,1,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.190252395,0.809747605
64,64,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,0.1,10,0.190895068,0.809104932
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,5,80,0.1,10,0.191100999,0.808899001
64,64,3,3,100,0.1,200,1,16,0.7,0.7,0.7,0.7,9,144,0.01,10,0.191152199,0.808847801
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,9,144,0.01,10,0.191646005,0.808353995
64,64,3,3,50,0.2,100,3,48,0.5,0.5,0.9,0.9,9,144,0.1,10,0.192160588,0.807839412
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,7,112,1,10,0.192353174,0.807646826
32,32,5,5,50,0.2,100,5,80,0.7,0.7,0.7,0.7,5,80,0.1,10,0.193444749,0.806555251
32,32,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,5,80,0.1,10,0.19384484,0.80615516
32,32,5,5,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.194448148,0.805551852
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,5,80,0.1,10,0.195075632,0.804924368
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,7,112,0.1,10,0.195962974,0.804037026
32,32,5,5,100,0.1,200,1,16,0.7,0.7,0.7,0.7,9,144,0.1,10,0.196956541,0.803043459
64,64,3,3,100,0.1,200,1,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.197911134,0.802088866
32,32,5,5,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.198473988,0.801526012
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,1,10,0.200117393,0.799882607
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,0.01,10,0.20025956,0.79974044
64,64,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,3,48,0.1,10,0.200733287,0.799266713
32,32,5,5,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,0.01,10,0.201262491,0.798737509
64,64,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,9,144,0.1,10,0.202465549,0.797534451
32,32,5,5,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.203865268,0.796134732
80,80,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,5,80,0.01,10,0.20497485,0.79502515
80,80,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,7,112,0.1,10,0.20713705,0.79286295
80,80,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,7,112,0.01,10,0.20723785,0.79276215
32,32,5,5,50,0.2,100,1,16,0.5,0.5,0.9,0.9,9,144,0.1,10,0.207239495,0.792760505
80,80,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,5,80,0.1,10,0.207273801,0.792726199
80,80,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,5,80,0.01,10,0.207504266,0.792495734
80,80,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,5,80,0.1,10,0.2075539,0.7924461
80,80,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,7,112,0.1,10,0.208137062,0.791862938
80,80,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,9,144,0.01,10,0.209183625,0.790816375
80,80,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,7,112,0.01,10,0.209330507,0.790669493
80,80,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,7,112,0.1,10,0.209376214,0.790623786
80,80,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,7,112,0.01,10,0.209572705,0.790427295
80,80,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,0.01,10,0.210338915,0.789661085
80,80,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,7,112,0.01,10,0.210483645,0.789516355
80,80,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,0.1,10,0.210628662,0.789371338
80,80,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,7,112,1,10,0.210739409,0.789260591
80,80,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,5,80,0.1,10,0.210755439,0.789244561
80,80,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,5,80,1,10,0.211442273,0.788557727
80,80,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,5,80,0.01,10,0.211730919,0.788269081
80,80,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,9,144,0.1,10,0.211732304,0.788267696
80,80,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,9,144,0.01,10,0.212308954,0.787691046
80,80,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,5,80,0.01,10,0.212992592,0.787007408
80,80,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,5,80,0.1,10,0.213105849,0.786894151
80,80,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,7,112,0.01,10,0.213309526,0.786690474
80,80,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,7,112,0.1,10,0.213647301,0.786352699
80,80,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,5,80,0.1,10,0.213830205,0.786169795
80,80,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,7,112,0.1,10,0.213945275,0.786054725
80,80,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,5,80,1,10,0.214251789,0.785748211
80,80,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,5,80,0.01,10,0.214417033,0.785582967
80,80,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,5,80,1,10,0.214687732,0.785312268
80,80,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,9,144,0.01,10,0.214906208,0.785093792
80,80,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,9,144,0.1,10,0.215399517,0.784600483
80,80,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,0.01,10,0.215626556,0.784373444
80,80,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,9,144,0.1,10,0.216048475,0.783951525
80,80,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,1,10,0.216309357,0.783690643
80,80,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,7,112,1,10,0.216436929,0.783563071
80,80,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,3,48,0.1,10,0.216517589,0.783482411
80,80,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.216564002,0.783435998
